simulation_id,point_id,class,date,lat,lon
sim_01,sim_01_negative_066,negative,2025-02-20,40.090525,-84.552611
sim_01,sim_01_negative_067,negative,2025-02-21,40.101718,-84.548609
sim_01,sim_01_negative_068,negative,2025-02-24,40.318598,-84.894547
sim_01,sim_01_negative_069,negative,2025-02-24,40.564816,-84.519525
sim_01,sim_01_negative_070,negative,2025-02-25,40.311277,-84.794878
sim_01,sim_01_negative_071,negative,2025-02-26,40.421569,-84.425227
sim_01,sim_01_negative_072,negative,2025-02-26,40.775464,-84.741504
sim_01,sim_01_negative_073,negative,2025-02-26,39.790897,-84.598873
sim_01,sim_01_negative_074,negative,2025-03-01,40.91755,-84.777535
sim_01,sim_01_negative_075,negative,2025-03-03,40.76424,-84.747417
sim_01,sim_01_negative_076,negative,2025-03-06,39.998526,-84.485337
sim_01,sim_01_negative_077,negative,2025-03-11,40.597594,-85.22629
sim_01,sim_01_negative_078,negative,2025-03-14,40.929664,-84.743865
sim_01,sim_01_positive_001,positive,2024-12-23,40.345574,-84.385352
sim_01,sim_01_positive_002,positive,2024-12-25,40.242323,-84.541919
sim_01,sim_01_positive_003,positive,2024-12-25,40.606737,-85.225484
sim_01,sim_01_positive_004,positive,2024-12-26,40.247641,-84.482613
sim_01,sim_01_positive_005,positive,2024-12-30,40.151591,-84.824787
sim_01,sim_01_positive_006,positive,2025-01-02,40.462197,-85.03723
sim_01,sim_01_positive_007,positive,2025-01-02,40.599834,-84.487992
sim_01,sim_01_positive_008,positive,2025-01-02,39.980872,-84.449908
sim_01,sim_01_positive_009,positive,2025-01-04,40.393783,-84.669137
sim_01,sim_01_positive_010,positive,2025-01-04,39.907253,-84.510444
sim_01,sim_01_positive_011,positive,2025-01-07,40.68667,-85.201524
sim_01,sim_01_positive_012,positive,2025-01-08,40.31789,-84.647911
sim_01,sim_01_positive_013,positive,2025-01-10,40.083511,-84.570044
sim_01,sim_01_positive_014,positive,2025-01-11,40.173015,-84.83974
sim_01,sim_01_positive_015,positive,2025-01-11,40.687334,-84.934589
sim_01,sim_01_positive_016,positive,2025-01-13,40.829386,-84.810167
sim_01,sim_01_positive_017,positive,2025-01-16,40.170238,-84.374069
sim_01,sim_01_positive_018,positive,2025-01-17,40.668735,-84.795473
sim_01,sim_01_positive_019,positive,2025-01-18,40.508699,-84.993789
sim_01,sim_01_positive_020,positive,2025-01-18,40.618978,-84.939214
sim_01,sim_01_positive_021,positive,2025-01-18,40.489812,-84.788301
sim_01,sim_01_positive_022,positive,2025-01-19,40.54528,-84.717446
sim_01,sim_01_positive_023,positive,2025-01-20,40.533774,-84.414988
sim_01,sim_01_positive_024,positive,2025-01-20,40.419549,-84.347354
sim_01,sim_01_positive_025,positive,2025-01-20,40.406933,-85.106778
sim_01,sim_01_positive_026,positive,2025-01-21,40.192888,-84.527204
sim_01,sim_01_positive_027,positive,2025-01-22,40.50002,-84.393124
sim_01,sim_01_positive_028,positive,2025-01-22,40.254124,-84.43971
sim_01,sim_01_positive_029,positive,2025-01-22,40.36009,-84.552722
sim_01,sim_01_positive_030,positive,2025-01-23,40.325171,-84.559138
sim_01,sim_01_positive_031,positive,2025-01-23,40.389546,-84.540012
sim_01,sim_01_positive_032,positive,2025-01-23,39.989581,-84.622807
sim_01,sim_01_positive_033,positive,2025-01-23,40.315438,-84.451168
sim_01,sim_01_positive_034,positive,2025-01-24,40.566035,-84.686967
sim_01,sim_01_positive_035,positive,2025-01-25,40.584787,-84.840087
sim_01,sim_01_positive_036,positive,2025-01-27,40.270163,-84.56984
sim_01,sim_01_positive_037,positive,2025-01-29,40.399994,-85.097141
sim_01,sim_01_positive_038,positive,2025-01-29,40.614751,-84.856614
sim_01,sim_01_positive_039,positive,2025-01-30,40.10059,-84.423592
sim_01,sim_01_positive_040,positive,2025-02-02,40.387454,-84.709318
sim_01,sim_01_positive_041,positive,2025-02-02,40.414857,-84.679779
sim_01,sim_01_positive_042,positive,2025-02-02,40.562964,-84.958822
sim_01,sim_01_positive_043,positive,2025-02-05,40.678724,-84.725763
sim_01,sim_01_positive_044,positive,2025-02-05,40.74143,-84.805972
sim_01,sim_01_positive_045,positive,2025-02-06,40.189458,-84.464174
sim_01,sim_01_positive_046,positive,2025-02-07,40.281045,-84.838268
sim_01,sim_01_positive_047,positive,2025-02-07,40.597911,-84.937756
sim_01,sim_01_positive_048,positive,2025-02-07,40.458257,-84.651703
sim_01,sim_01_positive_049,positive,2025-02-08,40.343585,-84.552974
sim_01,sim_01_positive_050,positive,2025-02-09,40.131802,-84.602489
sim_01,sim_01_positive_051,positive,2025-02-09,41.006154,-85.169021
sim_01,sim_01_positive_052,positive,2025-02-10,40.163935,-84.566472
sim_01,sim_01_positive_053,positive,2025-02-10,40.549872,-84.914815
sim_01,sim_01_positive_054,positive,2025-02-11,40.804115,-85.032335
sim_01,sim_01_positive_055,positive,2025-02-14,40.613042,-85.034079
sim_01,sim_01_positive_056,positive,2025-02-15,41.018883,-85.01532
sim_01,sim_01_positive_057,positive,2025-02-15,40.890247,-84.831407
sim_01,sim_01_positive_058,positive,2025-02-17,40.418103,-84.611608
sim_01,sim_01_positive_059,positive,2025-02-18,40.431769,-84.895326
sim_01,sim_01_positive_060,positive,2025-02-22,40.420772,-84.541422
sim_01,sim_01_positive_061,positive,2025-02-22,40.417193,-84.968097
sim_01,sim_01_positive_062,positive,2025-02-22,40.523724,-84.982376
sim_01,sim_01_positive_063,positive,2025-02-23,40.49785,-84.827218
sim_01,sim_01_positive_064,positive,2025-02-26,40.315445,-84.654635
sim_01,sim_01_positive_065,positive,2025-02-26,40.396148,-84.537446
sim_01,sim_01_positive_066,positive,2025-02-27,40.986404,-84.788666
sim_01,sim_01_positive_067,positive,2025-02-28,40.330821,-84.433627
sim_01,sim_01_positive_068,positive,2025-03-02,39.967339,-84.427823
sim_01,sim_01_positive_069,positive,2025-03-05,40.330677,-84.591272
sim_01,sim_01_positive_070,positive,2025-03-06,40.469525,-84.897726
sim_01,sim_01_positive_071,positive,2025-03-07,40.082538,-84.727085
sim_01,sim_01_positive_072,positive,2025-03-07,40.746082,-84.943637
sim_01,sim_01_positive_073,positive,2025-03-08,40.849233,-85.119274
sim_01,sim_01_positive_074,positive,2025-03-08,40.499858,-84.609509
sim_01,sim_01_positive_075,positive,2025-03-08,40.222981,-84.50483
sim_01,sim_01_positive_076,positive,2025-03-11,40.597481,-84.94502
sim_01,sim_01_positive_077,positive,2025-03-13,40.440472,-84.651846
sim_01,sim_01_positive_078,positive,2025-03-16,40.235678,-84.622366
sim_02,sim_02_negative_001,negative,2024-12-22,40.963208,-84.913545
sim_02,sim_02_negative_002,negative,2024-12-24,40.675119,-84.891139
sim_02,sim_02_negative_003,negative,2024-12-27,40.291309,-85.333569
sim_02,sim_02_negative_004,negative,2024-12-27,40.480611,-84.65997
sim_02,sim_02_negative_005,negative,2024-12-28,40.132583,-84.938615
sim_02,sim_02_negative_006,negative,2024-12-30,40.385667,-84.397079
sim_02,sim_02_negative_007,negative,2024-12-30,39.954907,-84.52309
sim_02,sim_02_negative_008,negative,2025-01-06,40.172639,-84.886103
sim_02,sim_02_negative_009,negative,2025-01-06,39.860338,-84.76793
sim_02,sim_02_negative_010,negative,2025-01-09,40.282796,-85.279457
sim_02,sim_02_negative_011,negative,2025-01-10,40.775389,-84.335378
sim_02,sim_02_negative_012,negative,2025-01-12,40.033999,-84.671287
sim_02,sim_02_negative_013,negative,2025-01-14,40.31437,-85.210543
sim_02,sim_02_negative_014,negative,2025-01-15,40.279922,-84.280513
sim_02,sim_02_negative_015,negative,2025-01-16,40.688984,-84.481966
sim_02,sim_02_negative_016,negative,2025-01-16,40.996238,-84.904731
sim_02,sim_02_negative_017,negative,2025-01-16,40.995509,-85.045075
sim_02,sim_02_negative_018,negative,2025-01-17,40.800303,-84.543605
sim_02,sim_02_negative_019,negative,2025-01-17,40.33517,-84.971347
sim_02,sim_02_negative_020,negative,2025-01-18,40.306827,-85.002519
sim_02,sim_02_negative_021,negative,2025-01-20,40.992412,-85.202007
sim_02,sim_02_negative_022,negative,2025-01-20,40.263782,-85.274608
sim_02,sim_02_negative_023,negative,2025-01-20,40.266321,-85.157911
sim_02,sim_02_negative_024,negative,2025-01-20,39.98273,-84.735016
sim_02,sim_02_negative_025,negative,2025-01-21,40.085066,-84.952292
sim_02,sim_02_negative_026,negative,2025-01-21,40.265569,-84.83349
sim_02,sim_02_negative_027,negative,2025-01-21,40.328506,-84.290451
sim_02,sim_02_negative_028,negative,2025-01-21,40.033475,-84.559295
sim_02,sim_02_negative_029,negative,2025-01-21,39.820799,-84.563744
sim_02,sim_02_negative_030,negative,2025-01-22,39.909597,-84.655693
sim_02,sim_02_negative_031,negative,2025-01-22,40.637838,-84.669428
sim_02,sim_02_negative_032,negative,2025-01-23,40.292265,-85.246296
sim_02,sim_02_negative_033,negative,2025-01-23,40.383092,-84.997021
sim_02,sim_02_negative_034,negative,2025-01-23,40.451616,-84.830539
sim_02,sim_02_negative_035,negative,2025-01-24,40.973003,-84.673332
sim_02,sim_02_negative_036,negative,2025-01-24,40.534149,-85.030662
sim_02,sim_02_negative_037,negative,2025-01-24,40.652707,-84.810483
sim_02,sim_02_negative_038,negative,2025-01-25,40.184147,-84.82535
sim_02,sim_02_negative_039,negative,2025-01-26,40.281681,-85.337838
sim_02,sim_02_negative_040,negative,2025-01-26,40.958293,-84.691321
sim_02,sim_02_negative_041,negative,2025-01-27,41.04627,-85.057535
sim_02,sim_02_negative_042,negative,2025-01-27,40.767826,-85.143823
sim_02,sim_02_negative_043,negative,2025-01-28,40.118627,-84.41463
sim_02,sim_02_negative_044,negative,2025-01-30,40.567229,-84.443129
sim_02,sim_02_negative_045,negative,2025-01-30,40.295876,-85.334677
sim_02,sim_02_negative_046,negative,2025-02-01,40.208121,-84.782548
sim_02,sim_02_negative_047,negative,2025-02-03,40.186314,-85.224711
sim_02,sim_02_negative_048,negative,2025-02-03,40.406305,-85.352694
sim_02,sim_02_negative_049,negative,2025-02-03,40.381354,-84.377879
sim_02,sim_02_negative_050,negative,2025-02-04,40.193871,-85.124763
sim_02,sim_02_negative_051,negative,2025-02-06,39.973447,-84.516854
sim_02,sim_02_negative_052,negative,2025-02-06,40.731044,-84.580844
sim_02,sim_02_negative_053,negative,2025-02-07,40.386277,-84.4434
sim_02,sim_02_negative_054,negative,2025-02-08,40.198269,-84.261132
sim_02,sim_02_negative_055,negative,2025-02-09,40.321281,-85.285422
sim_02,sim_02_negative_056,negative,2025-02-13,40.437343,-84.338686
sim_02,sim_02_negative_057,negative,2025-02-14,40.17995,-84.700353
sim_02,sim_02_negative_058,negative,2025-02-14,40.3514,-84.990784
sim_02,sim_02_negative_059,negative,2025-02-18,40.749457,-84.574767
sim_02,sim_02_negative_060,negative,2025-02-19,40.460058,-85.122772
sim_02,sim_02_negative_061,negative,2025-02-22,40.233465,-84.406346
sim_02,sim_02_negative_062,negative,2025-02-23,40.329646,-85.237065
sim_02,sim_02_negative_063,negative,2025-02-23,40.477745,-85.255874
sim_02,sim_02_negative_064,negative,2025-02-24,39.869153,-84.772881
sim_02,sim_02_negative_065,negative,2025-02-24,40.698474,-84.384048
sim_02,sim_02_negative_066,negative,2025-02-25,40.94921,-84.706718
sim_02,sim_02_negative_067,negative,2025-02-26,40.656649,-84.714353
sim_02,sim_02_negative_068,negative,2025-03-02,40.735361,-84.723513
sim_02,sim_02_negative_069,negative,2025-03-04,40.097185,-84.36072
sim_02,sim_02_negative_070,negative,2025-03-04,40.188417,-85.209287
sim_02,sim_02_negative_071,negative,2025-03-04,40.900485,-84.973962
sim_02,sim_02_negative_072,negative,2025-03-07,40.340888,-84.735104
sim_02,sim_02_negative_073,negative,2025-03-09,40.455007,-84.345575
sim_02,sim_02_negative_074,negative,2025-03-10,40.916675,-84.791935
sim_02,sim_02_negative_075,negative,2025-03-15,40.520403,-84.689992
sim_02,sim_02_negative_076,negative,2025-03-15,40.260265,-84.896691
sim_02,sim_02_negative_077,negative,2025-03-16,40.835647,-84.942084
sim_02,sim_02_negative_078,negative,2025-03-16,40.59871,-85.291184
sim_02,sim_02_positive_001,positive,2024-12-23,40.37299,-84.69567
sim_02,sim_02_positive_002,positive,2024-12-27,40.347285,-84.817162
sim_02,sim_02_positive_003,positive,2024-12-29,40.629621,-84.98996
sim_02,sim_02_positive_004,positive,2024-12-30,40.120042,-84.891077
sim_02,sim_02_positive_005,positive,2024-12-31,40.760655,-84.894269
sim_02,sim_02_positive_006,positive,2024-12-31,40.257302,-84.607541
sim_02,sim_02_positive_007,positive,2025-01-03,39.788885,-84.389784
sim_02,sim_02_positive_008,positive,2025-01-04,40.316721,-84.757464
sim_02,sim_02_positive_009,positive,2025-01-07,40.304351,-84.726228
sim_02,sim_02_positive_010,positive,2025-01-07,40.673346,-84.858626
sim_02,sim_02_positive_011,positive,2025-01-07,40.586831,-84.644768
sim_02,sim_02_positive_012,positive,2025-01-09,40.260614,-84.550986
sim_02,sim_02_positive_013,positive,2025-01-09,40.673376,-85.021325
sim_02,sim_02_positive_014,positive,2025-01-11,40.148605,-84.497226
sim_02,sim_02_positive_015,positive,2025-01-11,40.414689,-84.820119
sim_02,sim_02_positive_016,positive,2025-01-12,40.631071,-84.793939
sim_02,sim_02_positive_017,positive,2025-01-13,40.331793,-84.621566
sim_02,sim_02_positive_018,positive,2025-01-15,40.406346,-84.48047
sim_02,sim_02_positive_019,positive,2025-01-15,40.286052,-84.954143
sim_02,sim_02_positive_020,positive,2025-01-15,40.563303,-84.884309
sim_02,sim_02_positive_021,positive,2025-01-15,40.64272,-85.178915
sim_02,sim_02_positive_022,positive,2025-01-17,40.127294,-84.43662
sim_02,sim_02_positive_023,positive,2025-01-17,40.387487,-84.712816
sim_02,sim_02_positive_024,positive,2025-01-18,40.847653,-84.532444
sim_02,sim_02_positive_025,positive,2025-01-18,40.703897,-84.946356
sim_02,sim_02_positive_026,positive,2025-01-18,40.81273,-85.039145
sim_02,sim_02_positive_027,positive,2025-01-18,40.450173,-85.115742
sim_02,sim_02_positive_028,positive,2025-01-20,40.619349,-84.520551
sim_02,sim_02_positive_029,positive,2025-01-20,40.297615,-84.66464
sim_02,sim_02_positive_030,positive,2025-01-20,40.496613,-84.620214
sim_02,sim_02_positive_031,positive,2025-01-21,40.359302,-84.714731
sim_02,sim_02_positive_032,positive,2025-01-24,40.392286,-84.815951
sim_02,sim_02_positive_033,positive,2025-01-24,40.611878,-84.509682
sim_02,sim_02_positive_034,positive,2025-01-24,40.293198,-84.681413
sim_02,sim_02_positive_035,positive,2025-01-27,40.41275,-84.58447
sim_02,sim_02_positive_036,positive,2025-01-27,40.023497,-84.376161
sim_02,sim_02_positive_037,positive,2025-01-27,40.425387,-84.539883
sim_02,sim_02_positive_038,positive,2025-01-28,40.489705,-84.958085
sim_02,sim_02_positive_039,positive,2025-01-29,40.467784,-84.606208
sim_02,sim_02_positive_040,positive,2025-01-30,40.609481,-84.779491
sim_02,sim_02_positive_041,positive,2025-01-30,40.328298,-84.709236
sim_02,sim_02_positive_042,positive,2025-01-31,40.385066,-84.963122
sim_02,sim_02_positive_043,positive,2025-01-31,40.476128,-85.006721
sim_02,sim_02_positive_044,positive,2025-02-01,40.318785,-84.856205
sim_02,sim_02_positive_045,positive,2025-02-01,40.298943,-85.004111
sim_02,sim_02_positive_046,positive,2025-02-02,40.448149,-84.804197
sim_02,sim_02_positive_047,positive,2025-02-02,40.697937,-84.933434
sim_02,sim_02_positive_048,positive,2025-02-03,40.470378,-84.654025
sim_02,sim_02_positive_049,positive,2025-02-03,40.395889,-84.512176
sim_02,sim_02_positive_050,positive,2025-02-05,39.871094,-84.617749
sim_02,sim_02_positive_051,positive,2025-02-05,40.22021,-84.818259
sim_02,sim_02_positive_052,positive,2025-02-07,40.339113,-84.652955
sim_02,sim_02_positive_053,positive,2025-02-08,40.552242,-84.93444
sim_02,sim_02_positive_054,positive,2025-02-09,40.440262,-84.877699
sim_02,sim_02_positive_055,positive,2025-02-09,40.234913,-84.730409
sim_02,sim_02_positive_056,positive,2025-02-10,40.819126,-84.979236
sim_02,sim_02_positive_057,positive,2025-02-10,40.760324,-84.838226
sim_02,sim_02_positive_058,positive,2025-02-13,40.417815,-85.059588
sim_02,sim_02_positive_059,positive,2025-02-14,40.329927,-84.608122
sim_02,sim_02_positive_060,positive,2025-02-14,40.210266,-84.672498
sim_02,sim_02_positive_061,positive,2025-02-15,40.026357,-84.368578
sim_02,sim_02_positive_062,positive,2025-02-16,40.294061,-84.745617
sim_02,sim_02_positive_063,positive,2025-02-16,40.409382,-84.544031
sim_02,sim_02_positive_064,positive,2025-02-16,40.470483,-84.898871
sim_02,sim_02_positive_065,positive,2025-02-21,40.079963,-84.472475
sim_02,sim_02_positive_066,positive,2025-02-22,40.521512,-84.788042
sim_02,sim_02_positive_067,positive,2025-02-22,40.61159,-84.983309
sim_02,sim_02_positive_068,positive,2025-02-25,40.238466,-84.809909
sim_02,sim_02_positive_069,positive,2025-02-27,40.227714,-84.346215
sim_02,sim_02_positive_070,positive,2025-03-01,40.856692,-85.128578
sim_02,sim_02_positive_071,positive,2025-03-02,40.737017,-84.893087
sim_02,sim_02_positive_072,positive,2025-03-03,40.644953,-84.953313
sim_02,sim_02_positive_073,positive,2025-03-04,40.082183,-84.534432
sim_02,sim_02_positive_074,positive,2025-03-05,40.094654,-84.842416
sim_02,sim_02_positive_075,positive,2025-03-05,40.616404,-84.691372
sim_02,sim_02_positive_076,positive,2025-03-08,40.684507,-84.669719
sim_02,sim_02_positive_077,positive,2025-03-09,40.59034,-85.149863
sim_02,sim_02_positive_078,positive,2025-03-15,40.58935,-84.699774
sim_03,sim_03_negative_001,negative,2024-12-23,40.913592,-84.818131
sim_03,sim_03_negative_002,negative,2024-12-25,40.313854,-84.418792
sim_03,sim_03_negative_003,negative,2024-12-30,40.078838,-84.676636
sim_03,sim_03_negative_004,negative,2024-12-30,40.913285,-84.710412
sim_03,sim_03_negative_005,negative,2025-01-01,40.665348,-84.708192
sim_03,sim_03_negative_006,negative,2025-01-02,40.007754,-84.835463
sim_03,sim_03_negative_007,negative,2025-01-02,40.078397,-84.388263
sim_03,sim_03_negative_008,negative,2025-01-02,39.96226,-84.688246
sim_03,sim_03_negative_009,negative,2025-01-03,39.884465,-84.371322
sim_03,sim_03_negative_010,negative,2025-01-03,40.950613,-85.06799
sim_03,sim_03_negative_011,negative,2025-01-04,40.3358,-85.215389
sim_03,sim_03_negative_012,negative,2025-01-05,40.886929,-85.120169
sim_03,sim_03_negative_013,negative,2025-01-06,40.349186,-84.320325
sim_03,sim_03_negative_014,negative,2025-01-06,40.612844,-84.493921
sim_03,sim_03_negative_015,negative,2025-01-07,40.386337,-85.004402
sim_03,sim_03_negative_016,negative,2025-01-08,40.008975,-84.488146
sim_03,sim_03_negative_017,negative,2025-01-09,40.090939,-84.367352
sim_03,sim_03_negative_018,negative,2025-01-11,39.870061,-84.476792
sim_03,sim_03_negative_019,negative,2025-01-12,40.466803,-84.812784
sim_03,sim_03_negative_020,negative,2025-01-13,40.706847,-84.661824
sim_03,sim_03_negative_021,negative,2025-01-15,40.438448,-84.844887
sim_03,sim_03_negative_022,negative,2025-01-15,40.468146,-84.556975
sim_03,sim_03_negative_023,negative,2025-01-16,40.757043,-85.127826
sim_03,sim_03_negative_024,negative,2025-01-17,40.844477,-84.993751
sim_03,sim_03_negative_025,negative,2025-01-18,40.785524,-84.901312
sim_03,sim_03_negative_026,negative,2025-01-19,41.005248,-85.012881
sim_03,sim_03_negative_027,negative,2025-01-19,40.267739,-84.503573
sim_03,sim_03_negative_028,negative,2025-01-19,40.846689,-85.129626
sim_03,sim_03_negative_029,negative,2025-01-19,40.918694,-84.683812
sim_03,sim_03_negative_030,negative,2025-01-20,39.894992,-84.744985
sim_03,sim_03_negative_031,negative,2025-01-22,40.387556,-85.079519
sim_03,sim_03_negative_032,negative,2025-01-22,40.765376,-84.68586
sim_03,sim_03_negative_033,negative,2025-01-22,40.844245,-85.05837
sim_03,sim_03_negative_034,negative,2025-01-23,40.742982,-84.610043
sim_03,sim_03_negative_035,negative,2025-01-23,39.894342,-84.83621
sim_03,sim_03_negative_036,negative,2025-01-25,40.763589,-85.017216
sim_03,sim_03_negative_037,negative,2025-01-25,40.851793,-84.761253
sim_03,sim_03_negative_038,negative,2025-01-26,39.826134,-84.586604
sim_03,sim_03_negative_039,negative,2025-01-27,40.367928,-84.632118
sim_03,sim_03_negative_040,negative,2025-01-28,39.907969,-84.313373
sim_03,sim_03_negative_041,negative,2025-01-28,40.10316,-84.485009
sim_03,sim_03_negative_042,negative,2025-01-28,40.5947,-85.249736
sim_03,sim_03_negative_043,negative,2025-01-28,40.985956,-84.732811
sim_03,sim_03_negative_044,negative,2025-01-30,40.98635,-84.747629
sim_03,sim_03_negative_045,negative,2025-02-01,40.291975,-84.75923
sim_03,sim_03_negative_046,negative,2025-02-01,40.859256,-84.710417
sim_03,sim_03_negative_047,negative,2025-02-02,40.658561,-85.325285
sim_03,sim_03_negative_048,negative,2025-02-02,40.640054,-84.615759
sim_03,sim_03_negative_049,negative,2025-02-03,40.515827,-84.841462
sim_03,sim_03_negative_050,negative,2025-02-03,40.451107,-84.983653
sim_03,sim_03_negative_051,negative,2025-02-04,40.522218,-84.757522
sim_03,sim_03_negative_052,negative,2025-02-05,40.614629,-85.093435
sim_03,sim_03_negative_053,negative,2025-02-08,40.559146,-85.119024
sim_03,sim_03_negative_054,negative,2025-02-09,40.701274,-84.614831
sim_03,sim_03_negative_055,negative,2025-02-09,40.714939,-84.755408
sim_03,sim_03_negative_056,negative,2025-02-09,40.484014,-84.438908
sim_03,sim_03_negative_057,negative,2025-02-09,40.85861,-85.129915
sim_03,sim_03_negative_058,negative,2025-02-10,40.346754,-84.955236
sim_03,sim_03_negative_059,negative,2025-02-11,40.10543,-84.913139
sim_03,sim_03_negative_060,negative,2025-02-11,40.564319,-84.511001
sim_03,sim_03_negative_061,negative,2025-02-11,40.713769,-84.845215
sim_03,sim_03_negative_062,negative,2025-02-15,40.534372,-84.748286
sim_03,sim_03_negative_063,negative,2025-02-16,40.513862,-85.02517
sim_03,sim_03_negative_064,negative,2025-02-17,40.493657,-84.620813
sim_03,sim_03_negative_065,negative,2025-02-18,40.31528,-84.398491
sim_03,sim_03_negative_066,negative,2025-02-18,40.021592,-84.70153
sim_03,sim_03_negative_067,negative,2025-02-20,39.83102,-84.511528
sim_03,sim_03_negative_068,negative,2025-02-27,40.707532,-85.084386
sim_03,sim_03_negative_069,negative,2025-03-01,40.290498,-85.191957
sim_03,sim_03_negative_070,negative,2025-03-01,40.994398,-84.884742
sim_03,sim_03_negative_071,negative,2025-03-01,40.807456,-84.570286
sim_03,sim_03_negative_072,negative,2025-03-01,40.946898,-85.166412
sim_03,sim_03_negative_073,negative,2025-03-03,40.779833000000004,-85.157916
sim_03,sim_03_negative_074,negative,2025-03-04,40.496284,-84.514091
sim_03,sim_03_negative_075,negative,2025-03-04,39.906737,-84.317492
